Year,Highest certificate obtained,State,Labour Force ('000),Employed persons ('000)
1993,UPSR/UPSRA or equivalent,Kelantan,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,50,46.9
1993,SPM or equivalent,Kelantan,94,87.3
1993,STPM or equivalent,Kelantan,14.4,12
1993,Certificate,Kelantan,-,-
1993,Diploma,Kelantan,16.1,15.7
1993,Degree,Kelantan,11.6,11
1993,Religious certificate,Kelantan,-,-
1993,No certificate,Kelantan,156.5,151.2
1993,Not applicable,Kelantan,70.9,70.2
1993,Total,Melaka,225.6,218.5
1993,UPSR/UPSRA or equivalent,Melaka,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,27.6,25.2
1993,SPM or equivalent,Melaka,52.4,50.8
1993,STPM or equivalent,Melaka,3,3
1993,Certificate,Melaka,-,-
1993,Diploma,Melaka,6.6,6.2
1993,Degree,Melaka,2.5,2.5
1993,Religious certificate,Melaka,-,-
1993,No certificate,Melaka,122,119.2
1993,Not applicable,Melaka,11.4,11.4
1993,Total,Negeri Sembilan,292.6,284.4
1993,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,26.5,24.7
1993,SPM or equivalent,Negeri Sembilan,56.7,56
1993,STPM or equivalent,Negeri Sembilan,9.9,9.9
1993,Certificate,Negeri Sembilan,-,-
1993,Diploma,Negeri Sembilan,14.1,14.1
1993,Degree,Negeri Sembilan,8.7,8.7
1993,Religious certificate,Negeri Sembilan,-,-
1993,No certificate,Negeri Sembilan,162.7,157.2
1993,Not applicable,Negeri Sembilan,14,13.7
1993,Total,Pahang,393.2,378.7
1993,UPSR/UPSRA or equivalent,Pahang,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,40.8,39.3
1993,SPM or equivalent,Pahang,84.2,77.9
1993,STPM or equivalent,Pahang,10.5,9.8
1993,Certificate,Pahang,-,-
1993,Diploma,Pahang,15.5,15.5
1993,Degree,Pahang,5.6,5.3
1993,Religious certificate,Pahang,-,-
1993,No certificate,Pahang,206.1,200.9
1993,Not applicable,Pahang,30.6,29.9
1993,Total,Pulau Pinang,543.1,531
1993,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,103.8,99.8
1993,SPM or equivalent,Pulau Pinang,212.7,209.6
1993,STPM or equivalent,Pulau Pinang,31.3,30
1993,Certificate,Pulau Pinang,-,-
1993,Diploma,Pulau Pinang,6.2,6.2
1993,Degree,Pulau Pinang,17.6,17.3
1993,Religious certificate,Pulau Pinang,-,-
1993,No certificate,Pulau Pinang,146.9,143.9
1993,Not applicable,Pulau Pinang,24.6,24.3
1993,Total,Perak,699.6,669.8
1993,UPSR/UPSRA or equivalent,Perak,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,82.3,79.2
1993,SPM or equivalent,Perak,136.2,127.9
1993,STPM or equivalent,Perak,12.2,11.6
1993,Certificate,Perak,-,-
1993,Diploma,Perak,22.9,22.3
1993,Degree,Perak,13.5,13.5
1993,Religious certificate,Perak,-,-
1993,No certificate,Perak,391.1,374.3
1993,Not applicable,Perak,41.3,41
1993,Total,Perlis,71.7,70.7
1993,UPSR/UPSRA or equivalent,Perlis,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,4.7,4.3
1993,SPM or equivalent,Perlis,22.3,22
1993,STPM or equivalent,Perlis,1,1
1993,Certificate,Perlis,-,-
1993,Diploma,Perlis,1.9,1.9
1993,Degree,Perlis,0.9,0.6
1993,Religious certificate,Perlis,-,-
1993,No certificate,Perlis,32.1,32.1
1993,Not applicable,Perlis,8.8,8.8
1993,Total,Selangor,"1,110.10","1,080.10"
1993,UPSR/UPSRA or equivalent,Selangor,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,171.8,165.9
1993,SPM or equivalent,Selangor,354.5,345.1
1993,STPM or equivalent,Selangor,47.2,46.5
1993,Certificate,Selangor,-,-
1993,Diploma,Selangor,49.8,49.1
1993,Degree,Selangor,67.3,66.4
1993,Religious certificate,Selangor,-,-
1993,No certificate,Selangor,382.9,370.9
1993,Not applicable,Selangor,36.7,36.1
1993,Total,Terengganu,302.1,280.9
1993,UPSR/UPSRA or equivalent,Terengganu,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,28.8,25.2
1993,SPM or equivalent,Terengganu,76.2,69.8
1993,STPM or equivalent,Terengganu,7.1,7.1
1993,Certificate,Terengganu,-,-
1993,Diploma,Terengganu,11.8,11.2
1993,Degree,Terengganu,5.4,5.1
1993,Religious certificate,Terengganu,-,-
1993,No certificate,Terengganu,143.9,133.9
1993,Not applicable,Terengganu,28.8,28.5
1993,Total,Sabah,725.3,674
1993,UPSR/UPSRA or equivalent,Sabah,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,89.9,80.4
1993,SPM or equivalent,Sabah,120.3,108.1
1993,STPM or equivalent,Sabah,17.2,15.4
1993,Certificate,Sabah,-,-
1993,Diploma,Sabah,8,8
1993,Degree,Sabah,11.4,11.3
1993,Religious certificate,Sabah,-,-
1993,No certificate,Sabah,357.6,333
1993,Not applicable,Sabah,120.9,117.9
1993,Total,Sarawak,810.2,753.8
1993,UPSR/UPSRA or equivalent,Sarawak,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,93.1,83.6
1993,SPM or equivalent,Sarawak,117.3,104.3
1993,STPM or equivalent,Sarawak,16.9,14.9
1993,Certificate,Sarawak,-,-
1993,Diploma,Sarawak,20.4,20
1993,Degree,Sarawak,16.2,15.5
1993,Religious certificate,Sarawak,-,-
1993,No certificate,Sarawak,410.1,381.9
1993,Not applicable,Sarawak,136.4,133.6
1993,Total,W.P. Kuala Lumpur,598.6,580.5
1993,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
1993,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,89.4,83.3
1993,SPM or equivalent,W.P. Kuala Lumpur,192.1,186.4
1993,STPM or equivalent,W.P. Kuala Lumpur,30.3,30.3
1993,Certificate,W.P. Kuala Lumpur,-,-
1993,Diploma,W.P. Kuala Lumpur,30.1,29.4
1993,Degree,W.P. Kuala Lumpur,37.9,36.9
1993,Religious certificate,W.P. Kuala Lumpur,-,-
1993,No certificate,W.P. Kuala Lumpur,205.9,201.2
1993,Not applicable,W.P. Kuala Lumpur,12.9,12.9
1993,Total,W.P. Labuan,18.4,17.3
1993,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
1993,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,4.3,4.1
1993,SPM or equivalent,W.P. Labuan,4.4,4.3
1993,STPM or equivalent,W.P. Labuan,0.1,0.1
1993,Certificate,W.P. Labuan,-, -
1993,Diploma,W.P. Labuan,-, -
1993,Degree,W.P. Labuan,0.7,0.7
1993,Religious certificate,W.P. Labuan,-, -
1993,No certificate,W.P. Labuan,7.5,6.8
1993,Not applicable,W.P. Labuan,1.5,1.3
1995,Total,Malaysia,"7,893.10","7,645.00"
1995,UPSR/UPSRA or equivalent,Malaysia,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,114.20","1,067.90"
1995,SPM or equivalent,Malaysia,"2,051.20","1,968.40"
1995,STPM or equivalent,Malaysia,276.9,267.5
1995,Certificate,Malaysia,-,-
1995,Diploma,Malaysia,310.4,306.4
1995,Degree,Malaysia,262.4,256.7
1995,Religious certificate,Malaysia,-,-
1995,No certificate,Malaysia,"3,195.50","3,106.30"
1995,Not applicable,Malaysia,676.8,666
1995,Total,Johor,915.4,891.8
1995,UPSR/UPSRA or equivalent,Johor,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,148.9,145
1995,SPM or equivalent,Johor,276.1,266.5
1995,STPM or equivalent,Johor,28.1,27.5
1995,Certificate,Johor,-,-
1995,Diploma,Johor,29.1,28.7
1995,Degree,Johor,22.8,22.5
1995,Religious certificate,Johor,-,-
1995,No certificate,Johor,361.4,353.8
1995,Not applicable,Johor,49,47.8
1995,Total,Kedah,531.7,521.1
1995,UPSR/UPSRA or equivalent,Kedah,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,69,67.7
1995,SPM or equivalent,Kedah,116.7,112.8
1995,STPM or equivalent,Kedah,16.2,15.6
1995,Certificate,Kedah,-,-
1995,Diploma,Kedah,14.2,14
1995,Degree,Kedah,7.6,7.5
1995,Religious certificate,Kedah,-,-
1995,No certificate,Kedah,254.8,250.3
1995,Not applicable,Kedah,50,49.9
1995,Total,Kelantan,427.6,412.7
1995,UPSR/UPSRA or equivalent,Kelantan,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,54.7,51.9
1995,SPM or equivalent,Kelantan,90.5,85.5
1995,STPM or equivalent,Kelantan,17.9,17.2
1995,Certificate,Kelantan,-,-
1995,Diploma,Kelantan,17.6,17.4
1995,Degree,Kelantan,7.1,6.7
1995,Religious certificate,Kelantan,-,-
1995,No certificate,Kelantan,176.7,171.4
1995,Not applicable,Kelantan,63.1,62.4
1995,Total,Melaka,227.9,222.8
1995,UPSR/UPSRA or equivalent,Melaka,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,29.7,29.2
1995,SPM or equivalent,Melaka,68.4,66.6
1995,STPM or equivalent,Melaka,5.6,5.5
1995,Certificate,Melaka,-,-
1995,Diploma,Melaka,8.5,8.2
1995,Degree,Melaka,6.7,6.5
1995,Religious certificate,Melaka,-,-
1995,No certificate,Melaka,98.8,96.8
1995,Not applicable,Melaka,10.2,9.8
1995,Total,Negeri Sembilan,305.6,296.2
1995,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,30,28.8
1995,SPM or equivalent,Negeri Sembilan,61.4,59.3
1995,STPM or equivalent,Negeri Sembilan,9.3,9
1995,Certificate,Negeri Sembilan,-,-
1995,Diploma,Negeri Sembilan,11,10.8
1995,Degree,Negeri Sembilan,7.8,7.7
1995,Religious certificate,Negeri Sembilan,-,-
1995,No certificate,Negeri Sembilan,169.3,163.9
1995,Not applicable,Negeri Sembilan,16.9,16.7
1995,Total,Pahang,385.1,371.4
1995,UPSR/UPSRA or equivalent,Pahang,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,60.9,58.4
1995,SPM or equivalent,Pahang,94.5,87.5
1995,STPM or equivalent,Pahang,9.7,9.5
1995,Certificate,Pahang,-,-
1995,Diploma,Pahang,14,14
1995,Degree,Pahang,5.9,5.8
1995,Religious certificate,Pahang,-,-
1995,No certificate,Pahang,163.5,159.9
1995,Not applicable,Pahang,36.5,36.1
1995,Total,Pulau Pinang,492.7,485.8
1995,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,99.3,97.7
1995,SPM or equivalent,Pulau Pinang,185,182.4
1995,STPM or equivalent,Pulau Pinang,23.9,23.7
1995,Certificate,Pulau Pinang,-,-
1995,Diploma,Pulau Pinang,17.1,16.8
1995,Degree,Pulau Pinang,16.1,15.5
1995,Religious certificate,Pulau Pinang,-,-
1995,No certificate,Pulau Pinang,135.2,133.8
1995,Not applicable,Pulau Pinang,16,15.9
1995,Total,Perak,659.9,634.3
1995,UPSR/UPSRA or equivalent,Perak,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,93.7,90.1
1995,SPM or equivalent,Perak,139.9,130.3
1995,STPM or equivalent,Perak,14.1,13.1
1995,Certificate,Perak,-,-
1995,Diploma,Perak,21.1,20.7
1995,Degree,Perak,9.8,9.1
1995,Religious certificate,Perak,-,-
1995,No certificate,Perak,341.5,331.3
1995,Not applicable,Perak,39.9,39.7
1995,Total,Perlis,71.8,70.8
1995,UPSR/UPSRA or equivalent,Perlis,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,9,8.8
1995,SPM or equivalent,Perlis,16.4,16.1
1995,STPM or equivalent,Perlis,2.2,2.1
1995,Certificate,Perlis,-,-
1995,Diploma,Perlis,1.9,1.9
1995,Degree,Perlis,1.4,1.4
1995,Religious certificate,Perlis,-,-
1995,No certificate,Perlis,32.6,32.2
1995,Not applicable,Perlis,8.4,8.4
1995,Total,Selangor,"1,366.00","1,338.90"
1995,UPSR/UPSRA or equivalent,Selangor,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,200.9,196.1
1995,SPM or equivalent,Selangor,455,444.6
1995,STPM or equivalent,Selangor,73.4,71.9
1995,Certificate,Selangor,-,-
1995,Diploma,Selangor,87,86
1995,Degree,Selangor,98.7,96.9
1995,Religious certificate,Selangor,-,-
1995,No certificate,Selangor,391.6,384.9
1995,Not applicable,Selangor,57,56.1
1995,Total,Terengganu,284.9,268
1995,UPSR/UPSRA or equivalent,Terengganu,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,34.9,31.8
1995,SPM or equivalent,Terengganu,78.1,72
1995,STPM or equivalent,Terengganu,12.9,11.5
1995,Certificate,Terengganu,-,-
1995,Diploma,Terengganu,12.9,12.7
1995,Degree,Terengganu,7.2,7
1995,Religious certificate,Terengganu,-,-
1995,No certificate,Terengganu,109.2,103.6
1995,Not applicable,Terengganu,29.6,29.2
1995,Total,Sabah,764.7,722.7
1995,UPSR/UPSRA or equivalent,Sabah,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,91.6,81.4
1995,SPM or equivalent,Sabah,109.6,99.3
1995,STPM or equivalent,Sabah,14.2,13.6
1995,Certificate,Sabah,-,-
1995,Diploma,Sabah,10.8,10.7
1995,Degree,Sabah,11.6,11.3
1995,Religious certificate,Sabah,-,-
1995,No certificate,Sabah,392.5,374.7
1995,Not applicable,Sabah,134.4,131.6
1995,Total,Sarawak,828.6,789.2
1995,UPSR/UPSRA or equivalent,Sarawak,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,93.8,86.2
1995,SPM or equivalent,Sarawak,133,122.6
1995,STPM or equivalent,Sarawak,17.5,15.8
1995,Certificate,Sarawak,-,-
1995,Diploma,Sarawak,28.2,27.8
1995,Degree,Sarawak,14.6,14.2
1995,Religious certificate,Sarawak,-,-
1995,No certificate,Sarawak,395.6,379.6
1995,Not applicable,Sarawak,145.8,142.9
1995,Total,W.P. Kuala Lumpur,598.4,588.4
1995,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
1995,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,93.4,90.4
1995,SPM or equivalent,W.P. Kuala Lumpur,217.3,214
1995,STPM or equivalent,W.P. Kuala Lumpur,31.3,30.7
1995,Certificate,W.P. Kuala Lumpur,-,-
1995,Diploma,W.P. Kuala Lumpur,36.1,36
1995,Degree,W.P. Kuala Lumpur,44,43.4
1995,Religious certificate,W.P. Kuala Lumpur,-,-
1995,No certificate,W.P. Kuala Lumpur,158.7,156.7
1995,Not applicable,W.P. Kuala Lumpur,17.5,17
1995,Total,W.P. Labuan,32.6,31.1
1995,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
1995,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,4.3,4.3
1995,SPM or equivalent,W.P. Labuan,9.2,8.8
1995,STPM or equivalent,W.P. Labuan,0.5,0.5
1995,Certificate,W.P. Labuan,-, -
1995,Diploma,W.P. Labuan,0.8,0.6
1995,Degree,W.P. Labuan,1,1
1995,Religious certificate,W.P. Labuan,-, -
1995,No certificate,W.P. Labuan,14.1,13.3
1995,Not applicable,W.P. Labuan,2.6,2.5
1996,Total,Malaysia,"8,616.00","8,399.30"
1996,UPSR/UPSRA or equivalent,Malaysia,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,085.70","1,047.40"
1996,SPM or equivalent,Malaysia,"2,112.80","2,052.10"
1996,STPM or equivalent,Malaysia,262.5,254.9
1996,Certificate,Malaysia,-,-
1996,Diploma,Malaysia,374.9,369.1
1996,Degree,Malaysia,315.1,310.6
1996,Religious certificate,Malaysia,-,-
1996,No certificate,Malaysia,"3,790.60","3,702.00"
1996,Not applicable,Malaysia,673.8,662.4
1996,Total,Johor,"1,018.40",996.7
1996,UPSR/UPSRA or equivalent,Johor,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,133.9,130
1996,SPM or equivalent,Johor,283.2,277.1
1996,STPM or equivalent,Johor,33.1,32.6
1996,Certificate,Johor,-,-
1996,Diploma,Johor,35,34.8
1996,Degree,Johor,23.2,22.7
1996,Religious certificate,Johor,-,-
1996,No certificate,Johor,471.4,461.5
1996,Not applicable,Johor,38.6,38
1996,Total,Kedah,549.8,535.9
1996,UPSR/UPSRA or equivalent,Kedah,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,65.1,63.5
1996,SPM or equivalent,Kedah,129.4,125.8
1996,STPM or equivalent,Kedah,14.6,14.1
1996,Certificate,Kedah,-,-
1996,Diploma,Kedah,13.6,13.4
1996,Degree,Kedah,8.4,8
1996,Religious certificate,Kedah,-,-
1996,No certificate,Kedah,269,263.6
1996,Not applicable,Kedah,49.7,47.5
1996,Total,Kelantan,460.8,445.5
1996,UPSR/UPSRA or equivalent,Kelantan,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,53.7,50.3
1996,SPM or equivalent,Kelantan,101.2,97.3
1996,STPM or equivalent,Kelantan,14.7,13.9
1996,Certificate,Kelantan,-,-
1996,Diploma,Kelantan,21.8,21.5
1996,Degree,Kelantan,11.1,11
1996,Religious certificate,Kelantan,-,-
1996,No certificate,Kelantan,181.3,175.4
1996,Not applicable,Kelantan,76.9,76.1
1996,Total,Melaka,240.7,237
1996,UPSR/UPSRA or equivalent,Melaka,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,31.5,30.7
1996,SPM or equivalent,Melaka,71,69.4
1996,STPM or equivalent,Melaka,5.2,5.2
1996,Certificate,Melaka,-,-
1996,Diploma,Melaka,9.6,9.6
1996,Degree,Melaka,6.3,6.1
1996,Religious certificate,Melaka,-,-
1996,No certificate,Melaka,108.8,107.8
1996,Not applicable,Melaka,8.3,8.3
1996,Total,Negeri Sembilan,327.5,319.3
1996,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,28.2,27
1996,SPM or equivalent,Negeri Sembilan,75.3,73.3
1996,STPM or equivalent,Negeri Sembilan,9.2,9.1
1996,Certificate,Negeri Sembilan,-,-
1996,Diploma,Negeri Sembilan,12.9,12.8
1996,Degree,Negeri Sembilan,7.9,7.7
1996,Religious certificate,Negeri Sembilan,-,-
1996,No certificate,Negeri Sembilan,181.5,177.1
1996,Not applicable,Negeri Sembilan,12.4,12.4
1996,Total,Pahang,417,406.2
1996,UPSR/UPSRA or equivalent,Pahang,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,67.3,65.6
1996,SPM or equivalent,Pahang,102.5,97.8
1996,STPM or equivalent,Pahang,10.9,10.3
1996,Certificate,Pahang,-,-
1996,Diploma,Pahang,15.8,15.4
1996,Degree,Pahang,8.3,8
1996,Religious certificate,Pahang,-,-
1996,No certificate,Pahang,178.6,175.6
1996,Not applicable,Pahang,33.5,33.5
1996,Total,Pulau Pinang,452.4,449.4
1996,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,80.6,80
1996,SPM or equivalent,Pulau Pinang,162.2,160.8
1996,STPM or equivalent,Pulau Pinang,17.6,17.6
1996,Certificate,Pulau Pinang,-,-
1996,Diploma,Pulau Pinang,18.6,18.6
1996,Degree,Pulau Pinang,16.1,16
1996,Religious certificate,Pulau Pinang,-,-
1996,No certificate,Pulau Pinang,146.4,145.7
1996,Not applicable,Pulau Pinang,10.7,10.7
1996,Total,Perak,746.9,723
1996,UPSR/UPSRA or equivalent,Perak,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,69.2,66.4
1996,SPM or equivalent,Perak,158.7,151.9
1996,STPM or equivalent,Perak,14.9,14.2
1996,Certificate,Perak,-,-
1996,Diploma,Perak,22.5,22
1996,Degree,Perak,14.5,14.3
1996,Religious certificate,Perak,-,-
1996,No certificate,Perak,420.4,410.4
1996,Not applicable,Perak,46.6,43.8
1996,Total,Perlis,71.5,70.1
1996,UPSR/UPSRA or equivalent,Perlis,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,9,8.8
1996,SPM or equivalent,Perlis,17.3,16.6
1996,STPM or equivalent,Perlis,1.7,1.7
1996,Certificate,Perlis,-,-
1996,Diploma,Perlis,3,3
1996,Degree,Perlis,2,2
1996,Religious certificate,Perlis,-,-
1996,No certificate,Perlis,33.3,33
1996,Not applicable,Perlis,5.1,5.1
1996,Total,Selangor,"1,371.10","1,359.00"
1996,UPSR/UPSRA or equivalent,Selangor,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,181.8,179.6
1996,SPM or equivalent,Selangor,412.6,408
1996,STPM or equivalent,Selangor,57.5,57.4
1996,Certificate,Selangor,-,-
1996,Diploma,Selangor,103.8,102.5
1996,Degree,Selangor,105,104.7
1996,Religious certificate,Selangor,-,-
1996,No certificate,Selangor,461.9,458.4
1996,Not applicable,Selangor,48.1,48.1
1996,Total,Terengganu,308.1,298
1996,UPSR/UPSRA or equivalent,Terengganu,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,26.9,25.8
1996,SPM or equivalent,Terengganu,78.6,74.8
1996,STPM or equivalent,Terengganu,9.4,8.9
1996,Certificate,Terengganu,-,-
1996,Diploma,Terengganu,13.6,13.3
1996,Degree,Terengganu,7.6,7.4
1996,Religious certificate,Terengganu,-,-
1996,No certificate,Terengganu,138.3,134.5
1996,Not applicable,Terengganu,33.8,33.4
1996,Total,Sabah,"1,032.30",992.5
1996,UPSR/UPSRA or equivalent,Sabah,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,130,121.1
1996,SPM or equivalent,Sabah,142.6,134.5
1996,STPM or equivalent,Sabah,15.2,14.6
1996,Certificate,Sabah,-,-
1996,Diploma,Sabah,16.1,15.8
1996,Degree,Sabah,14.8,14.3
1996,Religious certificate,Sabah,-,-
1996,No certificate,Sabah,562.3,543.3
1996,Not applicable,Sabah,150.8,148.4
1996,Total,Sarawak,869.5,831.5
1996,UPSR/UPSRA or equivalent,Sarawak,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,98.5,91.8
1996,SPM or equivalent,Sarawak,138.3,129.3
1996,STPM or equivalent,Sarawak,18,16
1996,Certificate,Sarawak,-,-
1996,Diploma,Sarawak,32.4,31.7
1996,Degree,Sarawak,20.6,20
1996,Religious certificate,Sarawak,-,-
1996,No certificate,Sarawak,428.2,410.8
1996,Not applicable,Sarawak,133.6,131.8
1996,Total,W.P. Kuala Lumpur,710.8,697.8
1996,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
1996,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,103.4,100.9
1996,SPM or equivalent,W.P. Kuala Lumpur,232.1,228.5
1996,STPM or equivalent,W.P. Kuala Lumpur,39.4,38.5
1996,Certificate,W.P. Kuala Lumpur,-,-
1996,Diploma,W.P. Kuala Lumpur,55.3,54
1996,Degree,W.P. Kuala Lumpur,68.1,67
1996,Religious certificate,W.P. Kuala Lumpur,-,-
1996,No certificate,W.P. Kuala Lumpur,188.7,185.4
1996,Not applicable,W.P. Kuala Lumpur,23.7,23.6
1996,Total,W.P. Labuan,39.4,37.4
1996,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
1996,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,6.6,5.9
1996,SPM or equivalent,W.P. Labuan,7.6,7.1
1996,STPM or equivalent,W.P. Labuan,0.8,0.8
1996,Certificate,W.P. Labuan,-, -
1996,Diploma,W.P. Labuan,0.8,0.8
1996,Degree,W.P. Labuan,1.2,1.2
1996,Religious certificate,W.P. Labuan,-, -
1996,No certificate,W.P. Labuan,20.4,19.6
1996,Not applicable,W.P. Labuan,1.9,1.9
1997,Total,Malaysia,"8,784.00","8,569.20"
1997,UPSR/UPSRA or equivalent,Malaysia,-,-
1997,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,149.80","1,113.10"
1997,SPM or equivalent,Malaysia,"2,295.70","2,223.50"
1997,STPM or equivalent,Malaysia,286.5,277.2
1997,Certificate,Malaysia,-,-
1997,Diploma,Malaysia,424.5,417.6
1997,Degree,Malaysia,347.1,341.7
1997,Religious certificate,Malaysia,-,-
1997,No certificate,Malaysia,"3,647.90","3,573.90"
1997,Not applicable,Malaysia,632.5,621.9
1997,Total,Johor,"1,076.90","1,058.40"
1997,UPSR/UPSRA or equivalent,Johor,-,-
1997,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,148.9,145.5
1997,SPM or equivalent,Johor,301.4,294.9
1997,STPM or equivalent,Johor,29.1,28.8
1997,Certificate,Johor,-,-
1997,Diploma,Johor,40.9,40.2
1997,Degree,Johor,26.3,25.9
1997,Religious certificate,Johor,-,-
1997,No certificate,Johor,488.1,480.8
1997,Not applicable,Johor,42.2,42
1997,Total,Kedah,616.6,601.3
1997,UPSR/UPSRA or equivalent,Kedah,-,-
1997,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,80.8,78.5
1997,SPM or equivalent,Kedah,148.8,142.6
1997,STPM or equivalent,Kedah,20.5,19.9
1997,Certificate,Kedah,-,-
1997,Diploma,Kedah,19.4,19.3
1997,Degree,Kedah,11.4,11.2
1997,Religious certificate,Kedah,-,-
1997,No certificate,Kedah,280.9,275.7
1997,Not applicable,Kedah,54.9,54.1
1997,Total,Kelantan,429.3,413.7
1997,UPSR/UPSRA or equivalent,Kelantan,-,-
1997,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,51.8,49.1
1997,SPM or equivalent,Kelantan,98,92.3
1997,STPM or equivalent,Kelantan,18.9,17.4
1997,Certificate,Kelantan,-,-
1997,Diploma,Kelantan,15.6,15.5
1997,Degree,Kelantan,10,9.8
1997,Religious certificate,Kelantan,-,-
1997,No certificate,Kelantan,168.8,164.4
1997,Not applicable,Kelantan,66.3,65.3
1997,Total,Melaka,261.5,257.1
1997,UPSR/UPSRA or equivalent,Melaka,-,-
1997,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,37.1,36.3
1997,SPM or equivalent,Melaka,80.8,78.3
1997,STPM or equivalent,Melaka,7.5,7.4
1997,Certificate,Melaka,-,-
1997,Diploma,Melaka,13.9,13.9
1997,Degree,Melaka,8.6,8.6
1997,Religious certificate,Melaka,-,-
1997,No certificate,Melaka,102.4,101.3
1997,Not applicable,Melaka,11.2,11.2
1997,Total,Negeri Sembilan,315.7,307.6
1997,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1997,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,30.6,29.3
1997,SPM or equivalent,Negeri Sembilan,77.5,73.6
